"","V1","V2","V3","V4","V5"
"1",-3.92034285772752,-2.94407333136792,-1.95511958692832,1.16436939444199,6.1355858054236
"2",-3.88197501404069,-2.81406492320488,-1.58639011058087,1.90108780589761,6.30142976777948
"3",-3.83911862184391,-2.66935269567184,-1.02930192628322,2.47121125526928,6.40562181112957
"4",-3.81621648453847,-2.59137072224371,-0.727591273233274,2.69893206356008,6.44261667568325
"5",-3.75218280363704,-2.36775820626151,-0.0460108869916057,3.15628796762242,6.50810912979168
"6",-3.69027328927039,-2.13999586847905,0.444230715837565,3.43572764100072,6.54100989850477
"7",-3.62485252549788,-1.88479766261936,0.828542056640927,3.62994092241093,6.55846392265343
"8",-3.53537881679278,-1.5150299285724,1.20447738760092,3.79925231259368,6.56638536863589
"9",-3.4905321469091,-1.32940947991861,1.34696112054847,3.85801602421266,6.56612772942766
"10",-3.37516621761227,-0.894089948776359,1.61858847081544,3.9607894123933,6.55797392119474
"11",-3.22938595575893,-0.46450236179528,1.83629823212794,4.03126250862998,6.53932826841114
"12",-2.93184339958799,0.0782037009309801,2.06733133414774,4.08233329789226,6.49217192977972
"13",-2.73238459453489,0.292452493258452,2.14572589299143,4.08628054996054,6.46023208122143
"14",-2.40589323202354,0.515867433259116,2.21666214544103,4.07268753611697,6.41070388958222
"15",-2.11002566721884,0.648307547938982,2.25030709987536,4.04989147606,6.36749161056504
"16",-1.67645966098904,0.785506392194618,2.27289175431137,4.00442776544018,6.30193563586031
"17",-1.18106212712621,0.90104849222659,2.2721831612488,3.93102352569947,6.21288995789148
"18",-0.855903635021132,0.963327262747714,2.25505500722475,3.86167670897392,6.13567483372629
"19",-0.724380593791898,0.986113427741338,2.24279931268017,3.82560802216308,6.09675068174017
"20",-0.513341732567621,1.01956704764269,2.21349471614133,3.75237683948138,6.01901919095044
"21",-0.330359552269547,1.04443696653005,2.17352109858046,3.66506714052437,5.92729080958958
"22",-2.33690638517996,-0.584159437084145,0.979946164937967,2.84218289018076,5.4332299509335
"23",-2.36350313511613,-0.595592327785831,0.985429788323933,2.87618684885801,5.50537223049352
"24",-2.39506415302363,-0.608552398832652,0.993558531814064,2.91978474186943,5.59238487223316
"25",-2.42875335103117,-0.621635858826046,1.00428743173948,2.97031707590665,5.68676774656886
"26",-2.457205169589,-0.632060718794163,1.01512811197797,3.01633850601464,5.76760578156137
"27",-2.48505222030247,-0.641693044040064,1.02740248378786,3.06442581952497,5.84763235050623
"28",-2.5129095623183,-0.650749564708228,1.0414520341597,3.11567246833505,5.92856080513005
"29",-2.54471875700375,-0.660351944094319,1.05979506386819,3.17805400091205,6.02180122747101
"30",-2.57034233954929,-0.667483835820492,1.07649286298072,3.23140839616889,6.09750080506936
"31",-2.61727046028956,-0.679074940305516,1.11195035112834,3.33655478452189,6.23712668409968
"32",-2.63452541652732,-0.682830494500454,1.12670580273233,3.37768991830139,6.28864189005924
"33",-2.69980654624886,-0.69431889865247,1.19197937654496,3.5459336409959,6.48326899330528
"34",-2.73116976700935,-0.698161685670046,1.22931590529898,3.63416745776079,6.57593584715765
"35",-2.77307557626895,-0.701361833291745,1.28618468317413,3.76000889391555,6.69790779038156
"36",-2.81057226028372,-0.702117666018133,1.34461263963579,3.88064895768912,6.80433841083353
